REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,CREDIT_SCORE
13960,21342554-vwxp,Debt Consolidation,12000,0,0,0,176.5,0,13.95830538,71385,750
13980,21422810-bvdb,Debt Consolidation,11500,0,5,1,177.5666667,2,11.1610938,95070,687
13990,21430008-ikmv,Home Improvement,4000,0,0,0,109.5666667,0,39.64495478,44980,768
14000,21452622-dpzd,Debt Consolidation,22900,0,0,0,72.00450998,1,34.9570299,62785,501
14010,21468795-gour,Debt Consolidation,10700,0,1,0,185.2567347,2,28.03080155,51370,768
14020,21473436-uvhw,Home Improvement,6400,0,0,0,109.1930214,0,37.96455432,55080,581
14030,21584974-jpjv,Debt Consolidation,14900,0,0,0,233.6787307,0,33.55026521,75980,616
14040,21624607-chml,Debt Consolidation,22600,0,1,0,195.4588258,4,40.20610642,50935,765
14050,21651582-avpc,Debt Consolidation,52900,0,0,0,102.338683,1,38.75199499,80555,416
14060,21653001-pmqg,Debt Consolidation,19800,0,0,0,73.0813375,0,27.44254252,61190,597
14070,21654819-dpnq,Debt Consolidation,5400,0,,0,69.54243011,,36.4802363,52295,762
14090,21698562-klok,Home Improvement,16700,0,0,0,109.4294283,0,28.16061131,61760,679
14100,21699817-epvl,Debt Consolidation,29200,0,0,0,124.1214617,3,32.64452984,61960,303
14110,21741833-mhbm,Home Improvement,28500,0,,,123.6131744,11,44.52055475,40130,518
14130,21779816-orkc,Debt Consolidation,15900,0,1,0,101.8261423,1,38.87780839,52780,710
14140,21810493-yluj,Debt Consolidation,22700,0,0,0,219.5706538,1,27.28456073,40185,405
14160,21836509-ybcm,Debt Consolidation,21200,0,0,0,106.8357327,0,34.21668917,47485,726
14190,21866677-zfnc,Home Improvement,16000,0,0,0,162.7712009,0,43.58388253,44625,615
14200,21869059-fdlv,Home Improvement,6900,0,0,0,111.1233973,0,37.25315085,69840,776
14210,21886859-ifyq,Home Improvement,20500,0,0,0,634.4618926,1,19.57431626,74130,497
14220,21895766-jzgg,Home Improvement,22000,0,0,0,120.5320184,2,20.17621345,78640,476
14230,21904053-zcug,Debt Consolidation,16600,0,,,351.725503,,31.53428892,46630,628
14240,21921974-iyya,Home Improvement,15000,1,1,0,91.26666667,0,3.081885673,79625,678
14250,21923496-nfpu,Debt Consolidation,25200,0,0,1,304.0041559,1,31.36072725,43535,718
14260,21948631-kbfx,Debt Consolidation,21600,0,0,2,267.8877899,0,26.09217153,68015,475
14270,21972777-ppgz,Debt Consolidation,12900,0,0,0,175.170441,1,35.55817128,45155,358
14280,22028142-pekd,Debt Consolidation,28400,0,0,0,300.9043101,1,42.3362269,44190,772
14290,22056445-rkyo,Debt Consolidation,10600,0,0,0,170.3409741,0,37.79255503,102420,818
14310,22069866-wxjd,Home Improvement,6200,0,1,4,470.5895336,,34.51740452,44870,737
14320,22166456-ypjb,Debt Consolidation,16000,0,,1,332.385736,2,33.74218195,47460,338
14330,22191960-ihwa,Debt Consolidation,72300,1,0,0,117.1666667,9,31.8239648,48950,824
14340,22238696-kmrh,Debt Consolidation,9100,0,0,0,89.64483342,0,36.30240922,78705,676
14350,22269679-iegy,Debt Consolidation,11000,0,0,1,237.0980813,0,22.00337641,52380,828
14360,22315367-blfw,Debt Consolidation,50000,1,7,6,150.2,0,6.802862543,49925,825
14370,22331671-zlcu,Debt Consolidation,8200,0,0,3,220.8132902,0,24.38009265,50070,663
14390,22412409-gqfb,Home Improvement,19000,1,1,0,237.4333333,1,17.7905143,49150,762
14410,22464026-bkvu,Debt Consolidation,8600,0,0,0,72.91672107,2,39.66040874,46760,594
14420,22479901-hgwc,Home Improvement,9400,0,0,0,350.6390057,0,30.06137137,49370,656
14440,22518266-ijed,Home Improvement,22800,0,0,2,384.6080134,,16.17924959,78985,357
14450,22576960-zvyv,Debt Consolidation,31000,0,,,112.8714443,,31.78445617,78605,765
14460,22587920-dwrr,Debt Consolidation,20000,1,2,5,146.5,1,39.93460261,45025,481
14500,22665674-fjvb,Auto Financing,10000,1,2,2,108.9333333,3,31.08137637,49620,386
14510,22693617-pglx,Home Improvement,16400,0,0,0,298.1465517,0,29.15337202,46365,613
14520,22723573-nqcy,Home Improvement,40000,0,0,0,311.4333333,0,19.65163909,61090,696
14530,22766040-vwke,Home Improvement,16300,0,0,1,257.9159219,0,28.13047878,58590,529
14540,22783885-gphp,Home Improvement,18600,0,0,0,245.049372,0,25.18098984,63380,783
14560,22814351-mcoh,Home Improvement,13100,0,0,0,101.3622896,1,27.02148065,73200,612
14580,22985178-eydx,Debt Consolidation,15700,0,0,0,242.6003878,10,36.29703312,49760,627
14590,22994611-ojai,Debt Consolidation,24100,0,0,0,195.6423332,0,34.54080952,51440,424
14600,23106069-vfqh,Debt Consolidation,13500,0,0,0,202.4658818,2,42.81473465,67295,703
14630,23182013-xyvx,Debt Consolidation,27000,0,0,0,331.1139721,0,40.5665519,68475,619
14640,23187784-jpfj,Debt Consolidation,16900,1,0,0,254.1917975,0,38.51230869,45960,330
14660,23260468-vneu,Home Improvement,14000,0,0,0,116.3376843,0,28.29673484,60100,776
14690,23288021-libb,Debt Consolidation,12300,0,0,0,125.5040514,0,29.29334435,68400,663
14700,23316815-ylfa,Home Improvement,12000,1,1,0,137,0,5.938212411,47965,722
14710,23321490-ufjv,Home Improvement,8700,0,0,0,172.1665627,0,25.04343675,62990,587
14720,23382936-afkw,Debt Consolidation,17700,0,0,0,283.040946,0,25.2259102,51435,711
14730,23405132-duem,Home Improvement,20700,0,1,2,10.26048951,,37.76048242,52365,754
14740,23420947-hbfu,Home Improvement,47000,0,0,0,206.7140756,2,40.14252106,52370,504
14750,23422157-bzru,Debt Consolidation,6800,1,1,0,106.2666667,2,33.74800829,56580,595
14760,23464711-apbp,Debt Consolidation,50600,0,0,0,238.1770546,1,37.50148945,47580,765
14780,23497285-hmee,Debt Consolidation,10900,0,,,115.3127491,,39.51098574,58650,568
14790,23543705-iqxm,Debt Consolidation,11200,0,0,0,154.4273677,0,37.5754361,58690,543
14800,23555376-wlxg,Debt Consolidation,14300,0,1,0,103.5,1,37.01697397,77995,589
14810,23585164-eqqe,Home Improvement,9100,0,0,0,92.07897878,3,40.58208394,78915,367
14820,23590325-fjcm,Home Improvement,20500,0,0,0,360.6400541,1,33.75431861,57975,685
14840,23745932-gryv,Debt Consolidation,23600,0,0,0,226.0402946,0,36.97693039,63335,511
14850,23773634-hpby,Home Improvement,38900,1,0,0,137.6353734,0,46.70158524,49650,550
14870,23843124-qqic,Debt Consolidation,16200,0,,,104.7333333,1,28.95988169,48530,511
14880,23844390-yqmo,Debt Consolidation,6500,0,1,1,420.515754,,29.19886067,68740,626
14890,23855255-kbiy,Home Improvement,22900,0,0,0,149.9896104,0,33.76898573,76115,763
14900,23917445-cbvz,Home Improvement,15400,0,0,0,211.0166419,0,40.52940513,69760,657
14920,23983335-dave,Debt Consolidation,16100,0,0,0,169.983556,0,33.52327854,66465,694
14930,23985594-yzwa,Debt Consolidation,17600,0,0,0,89.20252735,1,23.93494584,62030,792
14950,24069638-kwin,Debt Consolidation,18600,0,0,0,264.0171241,0,40.24690114,95755,741
14960,24114594-uoaj,Home Improvement,17200,0,0,0,,1,23.34562321,44070,425
14970,24133624-uqcm,Home Improvement,5000,1,0,0,61.76666667,2,25.60785778,55040,770
14980,24173473-wbeg,Debt Consolidation,19800,0,0,0,229.5182951,3,35.31106586,58630,754
15000,24239428-fdnz,Home Improvement,22700,0,0,,134.108262,,24.52482499,73530,621
15020,24250379-cdef,Debt Consolidation,28400,0,0,0,188.7524695,0,25.33037232,59425,499
15030,24325447-irxc,Home Improvement,8200,0,,,161.6615823,,24.20011144,62155,413
15060,24376384-bxxg,Debt Consolidation,16500,0,0,0,242.5,5,39.06702376,60810,615
15080,24422480-xxad,Debt Consolidation,12400,0,0,0,95.90213133,2,41.24477919,46590,477
15090,24478054-xcdk,Home Improvement,15100,0,0,0,198.0753807,1,31.54584266,45485,396
15100,24494927-pnoq,Home Improvement,47500,0,0,0,290.6493233,0,34.1468927,61940,555
15110,24527635-jmyk,Debt Consolidation,17000,0,0,0,71.95379199,0,28.00439848,61460,672
15130,24545777-wqnz,Home Improvement,22600,0,0,,133.447479,,24.20108619,49850,743
15140,24581088-dpjy,Debt Consolidation,15800,1,1,1,284.0666667,4,16.82966998,48745,491
15160,24689862-lwxo,Debt Consolidation,8400,0,0,1,294.1642246,0,38.64180454,61330,437
15170,24713580-iijk,Home Improvement,10600,0,0,0,11.96373328,,18.73208974,52215,666
15210,24787407-ijdu,Debt Consolidation,16600,0,,,106.5129317,0,36.76375267,45895,623
15220,24788081-omka,Debt Consolidation,16400,0,0,2,358.0506602,,39.06062731,40020,557
15240,24943510-zhwh,Home Improvement,18900,0,0,0,109.9887849,1,38.86401954,52875,865
15250,24949944-yxcq,Debt Consolidation,21900,0,0,1,191.5519093,1,40.49010197,47955,614
15260,24969487-wimv,Debt Consolidation,15100,0,0,0,104.1832474,2,29.14186281,40195,402
15270,25028412-iqpo,Debt Consolidation,25300,0,0,0,125.407464,0,25.18149884,40735,339
15280,25063426-zmnn,Moving Expense,15000,1,7,5,144.8666667,0,24.36158848,61675,647
15290,25142144-fpcf,Debt Consolidation,24300,0,0,1,298.1859041,2,36.15527752,43510,476
15300,25156876-ubum,Debt Consolidation,8200,0,0,0,69.61717488,1,37.80543265,61140,585
15310,25173473-zxop,Home Improvement,12400,0,0,0,253.3180433,0,38.82102132,63075,547
15320,25188369-koyb,Home Improvement,4500,0,1,0,81.3490651,0,40.70530876,44225,406
15330,25209865-hmdo,Debt Consolidation,21900,0,,0,107.4498947,2,36.1837344,46750,672
15340,25218207-rydi,Debt Consolidation,21900,0,0,0,208.2417578,0,29.18897974,47985,537
15360,25268383-xbll,Debt Consolidation,43300,0,0,0,178.9515394,0,37.98046402,43295,306
15370,25270713-fmkq,Home Improvement,3700,0,0,0,129.7173231,1,26.63434752,46515,672
15380,25288590-wwfc,Debt Consolidation,16700,0,0,0,185.3724624,0,35.25727149,61165,613
15390,25305894-vbqm,Home Improvement,11900,0,0,0,240.6943608,0,40.77567715,61585,428
15410,25370414-qvlf,Debt Consolidation,8000,0,0,0,53.66666667,2,47.79413561,61745,700
15420,25371234-oqwe,Home Improvement,30100,0,1,0,180.6801536,0,31.08912029,43060,571
15430,25390218-gjfg,Debt Consolidation,33100,0,0,0,107.2948996,2,41.44154866,46335,398
15440,25404132-dmzn,Home Improvement,50800,0,0,0,204.9624883,2,40.771305,44775,374
15450,25413758-upcm,Debt Consolidation,28700,0,0,0,173.8358358,0,32.74036849,52110,701
15480,25580813-ceyv,Debt Consolidation,10100,0,0,0,85.63523503,1,24.53432507,52460,641
15500,25644130-pwim,Debt Consolidation,9300,0,0,0,41.8072046,1,26.9566979,61120,515
15520,25677507-gebd,Home Improvement,13300,0,0,0,127.7666667,4,34.37933814,43225,686
15530,25685302-acmd,Debt Consolidation,36600,0,0,0,197.5166839,0,43.45832742,40660,528
15540,25700657-iavi,Debt Consolidation,12300,0,0,0,133.4975408,1,36.91048167,61930,640
15580,25819088-gvwg,Home Improvement,14000,0,1,0,188.6666667,4,31.19724796,44955,480
15600,25908773-nhhv,Debt Consolidation,36300,0,0,0,190.8,2,38.45902517,45185,353
15620,25915382-juuf,Debt Consolidation,10200,0,0,0,148.7044776,1,34.47220461,40125,419
15630,25930635-erlp,Debt Consolidation,15400,0,0,0,159.0035106,0,24.9904907,61370,798
15640,25948531-qijf,Debt Consolidation,18200,0,0,0,223.901918,2,35.99822541,43800,624
15650,25972666-dmyw,Debt Consolidation,26300,0,0,0,106.6093074,1,42.76938671,44815,581
15660,25979681-lqlf,Home Improvement,21700,0,0,0,131.875354,1,30.96129202,45305,690
15670,25987406-mwzf,Home Improvement,10800,0,1,0,101.4666667,2,24.01010896,50990,657
15680,26019381-fnmw,Home Improvement,10800,0,0,0,75.45815036,,28.37013088,40110,680
15710,26144403-qxxo,Debt Consolidation,8000,0,0,0,73.03333333,2,30.24046996,61195,367
15720,26156521-phje,Home Improvement,3000,0,0,0,50.8,5,41.12903826,44385,616
15740,26253777-pkuf,Home Improvement,2500,0,1,2,276.9666667,0,17.3972746,52100,743
15750,26274660-zxnz,Debt Consolidation,10500,0,0,1,70.03333333,2,41.65764396,61990,562
15760,26285081-bcmz,Debt Consolidation,24000,0,0,1,198.9,,28.96316607,43395,762
15770,26298456-uwdh,Home Improvement,10500,0,0,0,164.3308981,0,32.3751491,43585,495
15780,26307515-bglu,Debt Consolidation,11900,0,0,0,228.0753508,1,25.72883738,52485,782
15790,26415185-qyjg,Debt Consolidation,8400,1,0,2,187.2666667,1,5.041644377,40770,762
15800,26417777-mfhq,Debt Consolidation,39800,0,0,0,183.7992158,0,35.55248636,47535,798
15810,26475431-mmdw,Debt Consolidation,32400,0,0,0,150.0842871,1,43.14434551,45535,621
15820,26484503-nfyf,Debt Consolidation,60000,0,0,0,96.69392888,0,28.38550102,43510,565
15830,26550251-fkfk,Debt Consolidation,8000,0,0,0,258.1945777,3,41.24661263,52245,849
15850,26650819-azmn,Debt Consolidation,13600,0,0,0,209.1299457,3,37.71410706,47535,658
15860,26659574-lyow,Debt Consolidation,17400,0,0,0,144.1981676,0,35.11415035,61820,578
15870,26684815-ayoq,Debt Consolidation,10700,1,0,0,46.27217596,1,25.44884453,52240,847
15880,26726249-fpeo,Home Improvement,3900,0,0,1,150.3,5,44.78223108,61600,843
15890,26783993-dkam,Debt Consolidation,20500,0,,1,112.5822669,1,35.84627282,52325,711
15910,26806354-ylae,Debt Consolidation,9400,0,0,1,171.6798111,0,34.81346859,61555,529
15920,26821792-kwqp,Debt Consolidation,5700,0,1,0,15.39658739,9,30.0170133,43010,620
15930,26835683-mzya,Debt Consolidation,30000,0,4,5,147.8666667,0,14.92041168,61335,651
15940,26836656-yrci,Debt Consolidation,21900,0,0,0,192.8877492,1,40.95631078,61830,511
15950,26873253-qudg,Home Improvement,11600,0,0,0,341.0473292,0,39.96325851,52475,370
15970,26956060-xaui,Debt Consolidation,16400,0,0,0,266.040799,2,32.90435701,43135,424
15980,26986319-qegv,Debt Consolidation,7500,0,1,0,147.1,0,50.21327994,40390,648
15990,27026558-ojwl,Debt Consolidation,48900,0,0,,204.4521171,1,30.99923613,52115,406
16010,27047991-yuqp,Home Improvement,14900,0,0,0,105.675978,0,27.47381473,44545,526
16020,27052686-nkqi,Home Improvement,6500,0,0,0,332.7333333,2,42.95743616,40880,391
16030,27067649-euum,Home Improvement,5000,0,0,0,88.7,1,45.30868676,46380,640
16040,27101461-ehqo,Debt Consolidation,35100,0,0,0,,6,34.70302378,61035,554
16050,27110173-rpwd,Home Improvement,20600,0,0,0,218.390939,0,30.2712393,52010,514
16080,27139622-xrqx,Debt Consolidation,44000,0,0,2,92.3,0,8.600630343,52700,769
16090,27146114-dqll,Home Improvement,6600,0,0,0,96.9776672,0,42.21104678,15000,502
16100,27165492-ochq,Debt Consolidation,10800,0,0,0,308.7591757,0,34.09578509,171065,580
16120,27189275-nyca,Debt Consolidation,14300,0,1,3,62.9,0,13.68895081,98505,810
16140,27227452-eiyk,Home Improvement,43100,0,0,0,312.1176895,0,16.35364258,44320,665
16150,27255107-ioba,Home Improvement,17300,0,0,0,118.1330649,0,37.61084501,44145,471
16160,27255784-pkpc,Debt Consolidation,51700,0,0,0,213.7558502,2,38.95331304,15000,797
16170,27272483-fxjm,Home Improvement,51600,0,1,0,267.1343742,6,40.15503117,15000,653
16180,27275150-iqah,Debt Consolidation,21800,0,0,0,114.5417511,1,21.82563105,178040,765
16190,27308334-ubuv,Home Improvement,1800,0,0,0,88.76602988,0,36.88489409,123255,733
16200,27324398-glcy,Debt Consolidation,28200,0,0,0,302.8032607,0,36.39047361,102975,426
16210,27327455-niey,Home Improvement,11800,0,0,7,126.6582316,0,37.16268969,61530,339
16220,27336852-nhgm,Home Improvement,11100,0,0,2,194.4848973,1,30.79767437,52110,701
16230,27345362-bddx,Home Improvement,17900,0,0,0,117.0897854,0,42.373233,61960,617
16240,27356265-lcou,Debt Consolidation,13100,0,0,0,178.6123626,0,38.76331381,45475,540
16260,27446708-bjeu,Debt Consolidation,12100,0,,,179.8663489,,29.89415099,61495,572
16270,27466293-qmvd,Home Improvement,12200,0,0,0,427.9235915,0,30.1821229,43615,759
16280,27484077-zflp,Moving Expense,7900,0,1,1,174.1794037,,23.34502168,61895,358
16290,27510851-mmlo,Debt Consolidation,13100,0,0,0,130.6484684,0,26.50010508,61550,769
16300,27526995-niir,Debt Consolidation,44400,0,,0,253.914111,3,43.90215236,61870,821
16320,27546626-dhrj,Debt Consolidation,5900,0,0,2,157.9600114,3,40.62827818,61500,705
16330,27550259-bpwb,Debt Consolidation,29800,0,0,1,239.3216306,1,24.77798542,44250,356
16350,27635280-yrfi,Home Improvement,21700,0,0,0,166.1776578,0,32.77507936,43090,398
16360,27641199-uzeg,Debt Consolidation,23300,0,0,0,136.401603,1,28.0529211,45255,579
16370,27691235-rqrf,Debt Consolidation,17500,0,,,115.0759476,3,32.17638026,52645,490
16380,27703527-qrdn,Debt Consolidation,27400,0,1,0,154.4378476,0,33.37381367,61600,421
16400,27727014-kpda,Debt Consolidation,18700,0,0,0,246.9544197,0,30.11861356,61480,586
16410,27776048-uzfp,Debt Consolidation,13700,0,2,3,182.1802565,3,37.07341346,61780,591
16420,27823150-mizu,Debt Consolidation,25100,0,0,0,193.2525794,1,33.71535165,43100,335
16430,27850268-uiny,Debt Consolidation,9100,0,,3,116.9791548,3,37.79737881,45890,518
16440,27859218-wnxi,Debt Consolidation,12600,0,0,0,116.086609,1,40.84524619,61955,769
16450,27871177-zxmw,Debt Consolidation,18900,0,0,0,292.7517427,1,30.68168891,61910,524
16480,28056835-mxrd,Debt Consolidation,23400,0,0,0,195.0845391,0,20.73303164,61605,621
16490,28084336-amqc,Debt Consolidation,17500,0,0,0,244.3562274,2,35.74477089,44715,356
16500,28117200-rcnq,Debt Consolidation,3600,0,1,4,97.4,0,4.801540876,40795,650
16520,28223776-opbc,Home Improvement,10700,0,0,0,190.0210849,1,34.69816239,61970,670
16530,28254128-xqvu,Debt Consolidation,7000,0,0,0,265.0666667,0,45.798955,15000,848
16540,28261784-vmzm,Debt Consolidation,15000,0,,,115.6666667,3,27.29371982,44695,543
16550,28322455-ezwj,Debt Consolidation,26400,0,0,0,184.3849541,2,31.48990578,61790,654
16560,28350764-hngr,Debt Consolidation,18000,0,0,0,206.9666667,2,47.12175961,45465,622
16580,28368659-wrag,Debt Consolidation,14000,0,0,3,109.5666667,1,12.26163197,61580,576
16620,28485350-jowq,Home Improvement,15000,0,,3,142,1,7.414055888,61515,587
16630,28513717-rgmd,Debt Consolidation,16100,0,0,0,117.8736121,2,38.7636997,45490,810
16640,28725166-moel,Debt Consolidation,50800,0,0,1,97.97218322,1,40.02592041,44990,680
16650,28795831-wkab,Home Improvement,17200,0,0,0,249.2156672,1,43.75679409,61445,696
16660,28808858-xrdo,Home Improvement,5800,0,2,2,2.517273836,,34.17405555,52860,696
16680,28873488-yaqo,Debt Consolidation,12800,1,,3,116.4667574,2,43.57230751,52115,665
16700,28905602-bbgv,Debt Consolidation,11300,1,2,1,52.8,12,26.80711073,52215,403
16710,28913468-awib,Debt Consolidation,21400,0,1,0,248.6464954,2,42.17658506,61735,585
16720,28917394-zzwp,Home Improvement,10000,0,0,0,341.9449756,2,35.24889763,52450,394
16730,28954330-dkmx,Debt Consolidation,28900,0,4,1,124.2478986,6,44.57850006,52050,507
16740,28954686-wkmu,Home Improvement,10000,0,0,1,121.7333333,0,9.656552479,40375,490
16750,28976584-drue,Debt Consolidation,30800,0,0,0,157.8776807,2,41.35097453,43135,655
16760,29022478-clyw,Debt Consolidation,21600,0,0,2,213.0345218,0,40.9030584,61205,398
16770,29023733-idwp,Debt Consolidation,4200,0,,1,75.43333333,,43.27391344,43345,762
16780,29066633-avfe,Debt Consolidation,12700,0,0,0,105.050415,0,36.70044554,40745,398
16790,29067641-cveh,Home Improvement,14800,1,0,4,185.4333333,2,8.422588081,61095,527
16800,29140582-rweb,Debt Consolidation,10900,0,0,0,72.49466093,0,35.66764597,43745,552
16810,29159003-kyex,Debt Consolidation,25700,0,0,1,132.1071172,0,40.20529288,61165,765
16820,29166938-idbu,Home Improvement,5000,1,0,2,121.9,0,14.20674731,61970,562
16830,29186193-kxax,Debt Consolidation,15300,0,0,0,73.75669023,0,41.82308472,43025,587
16840,29196924-xxnx,Debt Consolidation,39300,0,0,0,238.8741292,1,1.028930968,448800,672
16850,29221430-hxca,Debt Consolidation,15000,1,0,1,20.16666667,0,25.49670362,222885,818
16870,29348695-mnwz,Debt Consolidation,21000,0,0,0,229.986998,1,40.56412158,483455,698
16890,29432368-kywf,Home Improvement,64200,0,0,1,136.9478112,0,40.5318231,46750,378
16900,29439898-lxjz,Debt Consolidation,13500,0,,0,188.2609728,1,31.63052886,43585,786
16910,29442350-rdxw,Debt Consolidation,20700,0,0,2,223.1378975,0,42.54727476,91105,607
16930,29571359-acww,Debt Consolidation,12000,0,1,0,121.3795359,0,39.69469137,58635,641
16940,29583150-hnmm,Debt Consolidation,26600,0,,0,278.603564,0,39.52990361,49390,423
16950,29591666-ilfv,Debt Consolidation,20100,0,1,0,74.21075866,2,36.84692179,43455,478
16960,29635053-hded,Home Improvement,15200,0,0,2,170.9389426,0,41.15750106,61840,571
16970,29646314-anrx,Home Improvement,12600,0,0,0,114.2359516,0,38.68267604,47195,379
16990,29660560-kzfx,Home Improvement,4000,1,0,2,126.5333333,3,49.6149271,47925,353
17010,29704124-omzw,Debt Consolidation,75400,1,0,0,115.7635338,9,41.10556883,51110,371
17020,29712328-irzk,Debt Consolidation,29000,1,2,4,186.7,0,18.58774185,57485,850
17030,29714922-pqbw,Home Improvement,41700,0,0,0,325.2841932,0,16.10143414,176290,678
17040,29722989-kfem,Home Improvement,27900,0,0,0,194.0931469,1,36.90607516,76125,308
17080,29765319-elpl,Debt Consolidation,13900,0,0,0,153.7353987,1,29.96468739,95070,547
17090,29780269-ezgd,Debt Consolidation,9000,0,0,0,93.06666667,0,6.163852531,44980,683
